06/26 12:43:39AM parser.py:28 [INFO] 
06/26 12:43:39AM parser.py:29 [INFO] Parameters:
06/26 12:43:39AM parser.py:31 [INFO] BATCH_SIZE=64
06/26 12:43:39AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 12:43:39AM parser.py:31 [INFO] DATA_PATH=../data/
06/26 12:43:39AM parser.py:31 [INFO] DATASET=cifar100
06/26 12:43:39AM parser.py:31 [INFO] EPOCHS=50
06/26 12:43:39AM parser.py:31 [INFO] EXP_NAME=E50-20240626-004339
06/26 12:43:39AM parser.py:31 [INFO] GPUS=[0]
06/26 12:43:39AM parser.py:31 [INFO] LOCAL_RANK=0
06/26 12:43:39AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 12:43:39AM parser.py:31 [INFO] MODEL_NAME=tf_efficientnetv2_s
06/26 12:43:39AM parser.py:31 [INFO] NAME=FINETUNE
06/26 12:43:39AM parser.py:31 [INFO] PATH=results/teacher/cifar100/tf_efficientnetv2_s/FINETUNE/E50-20240626-004339
06/26 12:43:39AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/tf_efficientnetv2_s/FINETUNE/E50-20240626-004339/plots
06/26 12:43:39AM parser.py:31 [INFO] PRINT_FREQ=50
06/26 12:43:39AM parser.py:31 [INFO] RESUME_PATH=None
06/26 12:43:39AM parser.py:31 [INFO] SAVE=E50
06/26 12:43:39AM parser.py:31 [INFO] SEED=0
06/26 12:43:39AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 12:43:39AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 12:43:39AM parser.py:31 [INFO] W_LR=0.025
06/26 12:43:39AM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 12:43:39AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 12:43:39AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 12:43:39AM parser.py:31 [INFO] WORKERS=4
06/26 12:43:39AM parser.py:32 [INFO] 
06/26 12:43:45AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 12:43:50AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.5712 (4.8453)	Prec@(1,5) (1.9%, 7.5%)	
06/26 12:43:53AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 4.0219 (4.5800)	Prec@(1,5) (3.8%, 13.0%)	
06/26 12:43:56AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.6933 (4.3542)	Prec@(1,5) (6.4%, 19.2%)	
06/26 12:43:59AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.3608 (4.1586)	Prec@(1,5) (8.7%, 24.6%)	
06/26 12:44:03AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 2.8733 (3.9870)	Prec@(1,5) (10.7%, 29.3%)	
06/26 12:44:06AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 2.7048 (3.8460)	Prec@(1,5) (12.8%, 33.2%)	
06/26 12:44:09AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.8548 (3.7119)	Prec@(1,5) (14.8%, 36.9%)	
06/26 12:44:12AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 2.5206 (3.5992)	Prec@(1,5) (16.6%, 39.8%)	
06/26 12:44:15AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 2.9587 (3.4991)	Prec@(1,5) (18.4%, 42.3%)	
06/26 12:44:18AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 2.6632 (3.4137)	Prec@(1,5) (19.8%, 44.6%)	
06/26 12:44:22AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.8069 (3.3338)	Prec@(1,5) (21.0%, 46.5%)	
06/26 12:44:25AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.3508 (3.2656)	Prec@(1,5) (22.2%, 48.2%)	
