06/27 06:02:54AM parser.py:28 [INFO] 
06/27 06:02:54AM parser.py:29 [INFO] Parameters:
06/27 06:02:54AM parser.py:31 [INFO] BATCH_SIZE=64
06/27 06:02:54AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/27 06:02:54AM parser.py:31 [INFO] DATA_PATH=../data/
06/27 06:02:54AM parser.py:31 [INFO] DATASET=cifar100
06/27 06:02:54AM parser.py:31 [INFO] EPOCHS=100
06/27 06:02:54AM parser.py:31 [INFO] EXP_NAME=E100-20240627-060254
06/27 06:02:54AM parser.py:31 [INFO] GPUS=[0]
06/27 06:02:54AM parser.py:31 [INFO] LOCAL_RANK=0
06/27 06:02:54AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/27 06:02:54AM parser.py:31 [INFO] MODEL_NAME=wide_resnet50_2
06/27 06:02:54AM parser.py:31 [INFO] NAME=FINETUNE
06/27 06:02:54AM parser.py:31 [INFO] PATH=results/teacher/cifar100/wide_resnet50_2/FINETUNE/E100-20240627-060254
06/27 06:02:54AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/wide_resnet50_2/FINETUNE/E100-20240627-060254/plots
06/27 06:02:54AM parser.py:31 [INFO] PRINT_FREQ=50
06/27 06:02:54AM parser.py:31 [INFO] RESUME_PATH=None
06/27 06:02:54AM parser.py:31 [INFO] SAVE=E100
06/27 06:02:54AM parser.py:31 [INFO] SEED=0
06/27 06:02:54AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/27 06:02:54AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/27 06:02:54AM parser.py:31 [INFO] W_LR=0.025
06/27 06:02:54AM parser.py:31 [INFO] W_LR_MIN=0.001
06/27 06:02:54AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/27 06:02:54AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/27 06:02:54AM parser.py:31 [INFO] WORKERS=4
06/27 06:02:54AM parser.py:32 [INFO] 
06/27 06:03:12AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/27 06:03:19AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.3848 (4.5463)	Prec@(1,5) (3.5%, 11.7%)	
06/27 06:03:21AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.6600 (4.3196)	Prec@(1,5) (6.5%, 19.2%)	
06/27 06:03:24AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.7035 (4.1414)	Prec@(1,5) (8.8%, 25.5%)	
06/27 06:03:26AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.5341 (4.0092)	Prec@(1,5) (10.8%, 30.0%)	
06/27 06:03:28AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.5403 (3.9170)	Prec@(1,5) (12.2%, 32.7%)	
06/27 06:03:31AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.7485 (3.8416)	Prec@(1,5) (13.3%, 34.9%)	
06/27 06:03:33AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 3.2741 (3.7733)	Prec@(1,5) (14.4%, 36.9%)	
06/27 06:03:36AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.4347 (3.7220)	Prec@(1,5) (15.1%, 38.2%)	
06/27 06:03:38AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.3157 (3.6726)	Prec@(1,5) (15.8%, 39.5%)	
06/27 06:03:41AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 3.0045 (3.6207)	Prec@(1,5) (16.4%, 40.9%)	
06/27 06:03:43AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 3.0957 (3.5794)	Prec@(1,5) (17.0%, 42.0%)	
06/27 06:03:44AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.8271 (3.5357)	Prec@(1,5) (17.7%, 43.1%)	
06/27 06:03:46AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 2.6114 (3.4976)	Prec@(1,5) (18.3%, 44.2%)	
06/27 06:03:48AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 2.9252 (3.4548)	Prec@(1,5) (19.0%, 45.2%)	
06/27 06:03:51AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 3.3424 (3.4229)	Prec@(1,5) (19.5%, 46.1%)	
06/27 06:03:52AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 3.0149 (3.4001)	Prec@(1,5) (19.9%, 46.7%)	
06/27 06:03:55AM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/99] Final Prec@1 19.9000%
06/27 06:03:56AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 2.8220	Prec@(1,5) (29.4%, 60.9%)
06/27 06:03:56AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 2.8384	Prec@(1,5) (28.5%, 60.7%)
06/27 06:03:57AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 2.8326	Prec@(1,5) (28.5%, 60.9%)
06/27 06:03:57AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 2.8390	Prec@(1,5) (28.5%, 61.0%)
06/27 06:03:58AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 2.8326	Prec@(1,5) (28.4%, 61.1%)
06/27 06:03:58AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 2.8279	Prec@(1,5) (28.5%, 61.3%)
06/27 06:03:59AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 2.8226	Prec@(1,5) (28.6%, 61.4%)
06/27 06:03:59AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 2.8272	Prec@(1,5) (28.6%, 61.3%)
06/27 06:04:00AM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/99] Final Prec@1 28.6240%
06/27 06:04:01午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 28.6240%
06/27 06:04:04午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][50/781]	Step 832	lr 0.02499	Loss 2.8908 (2.8147)	Prec@(1,5) (30.2%, 61.4%)	
06/27 06:04:06午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][100/781]	Step 882	lr 0.02499	Loss 2.6342 (2.7885)	Prec@(1,5) (30.4%, 61.4%)	
06/27 06:04:09午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][150/781]	Step 932	lr 0.02499	Loss 2.7495 (2.7827)	Prec@(1,5) (30.1%, 61.5%)	
06/27 06:04:11午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][200/781]	Step 982	lr 0.02499	Loss 2.7635 (2.7684)	Prec@(1,5) (30.6%, 61.7%)	
06/27 06:04:14午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][250/781]	Step 1032	lr 0.02499	Loss 2.7348 (2.7666)	Prec@(1,5) (30.4%, 61.8%)	
06/27 06:04:16午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][300/781]	Step 1082	lr 0.02499	Loss 2.6245 (2.7532)	Prec@(1,5) (30.6%, 61.9%)	
06/27 06:04:18午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][350/781]	Step 1132	lr 0.02499	Loss 2.3777 (2.7344)	Prec@(1,5) (31.0%, 62.3%)	
06/27 06:04:21午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][400/781]	Step 1182	lr 0.02499	Loss 2.9027 (2.7272)	Prec@(1,5) (31.0%, 62.4%)	
06/27 06:04:23午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][450/781]	Step 1232	lr 0.02499	Loss 2.8199 (2.7136)	Prec@(1,5) (31.2%, 62.8%)	
