06/26 03:37:19PM parser.py:28 [INFO] 
06/26 03:37:19PM parser.py:29 [INFO] Parameters:
06/26 03:37:19PM parser.py:31 [INFO] BATCH_SIZE=64
06/26 03:37:19PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 03:37:19PM parser.py:31 [INFO] DATA_PATH=../data/
06/26 03:37:19PM parser.py:31 [INFO] DATASET=cifar10
06/26 03:37:19PM parser.py:31 [INFO] EPOCHS=25
06/26 03:37:19PM parser.py:31 [INFO] EXP_NAME=E25-20240626-153719
06/26 03:37:19PM parser.py:31 [INFO] GPUS=[0]
06/26 03:37:19PM parser.py:31 [INFO] LOCAL_RANK=0
06/26 03:37:19PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 03:37:19PM parser.py:31 [INFO] MODEL_NAME=densenet161
06/26 03:37:19PM parser.py:31 [INFO] NAME=FINETUNE
06/26 03:37:19PM parser.py:31 [INFO] PATH=results/teacher/cifar10/densenet161/FINETUNE/E25-20240626-153719
06/26 03:37:19PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar10/densenet161/FINETUNE/E25-20240626-153719/plots
06/26 03:37:19PM parser.py:31 [INFO] PRINT_FREQ=50
06/26 03:37:19PM parser.py:31 [INFO] RESUME_PATH=None
06/26 03:37:19PM parser.py:31 [INFO] SAVE=E25
06/26 03:37:19PM parser.py:31 [INFO] SEED=0
06/26 03:37:19PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 03:37:19PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 03:37:19PM parser.py:31 [INFO] W_LR=0.025
06/26 03:37:19PM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 03:37:19PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 03:37:19PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 03:37:19PM parser.py:31 [INFO] WORKERS=4
06/26 03:37:19PM parser.py:32 [INFO] 
06/26 03:37:25PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 03:37:31PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 1.8126 (1.9206)	Prec@(1,5) (35.3%, 81.3%)	
06/26 03:37:35PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 1.7386 (1.7568)	Prec@(1,5) (43.3%, 87.1%)	
06/26 03:37:38PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 2.6417 (1.7261)	Prec@(1,5) (46.4%, 88.8%)	
06/26 03:37:42PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 1.5775 (1.7329)	Prec@(1,5) (47.6%, 89.5%)	
06/26 03:37:45PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 1.3215 (1.7635)	Prec@(1,5) (48.9%, 90.3%)	
06/26 03:37:49PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 1.5221 (1.7393)	Prec@(1,5) (49.7%, 90.7%)	
06/26 03:37:52PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 1.9535 (1.7265)	Prec@(1,5) (50.5%, 91.2%)	
06/26 03:37:55PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 1.2206 (1.6787)	Prec@(1,5) (51.8%, 91.7%)	
06/26 03:37:59PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 1.1148 (1.6331)	Prec@(1,5) (52.7%, 92.2%)	
06/26 03:38:02PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 1.1347 (1.5945)	Prec@(1,5) (53.8%, 92.5%)	
06/26 03:38:06PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 0.9771 (1.5756)	Prec@(1,5) (54.7%, 92.9%)	
06/26 03:38:09PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 1.1511 (1.5436)	Prec@(1,5) (55.5%, 93.2%)	
06/26 03:38:13PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 0.7244 (1.5104)	Prec@(1,5) (56.3%, 93.4%)	
06/26 03:38:16PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 0.9901 (1.4753)	Prec@(1,5) (57.2%, 93.7%)	
06/26 03:38:20PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 1.0408 (1.4412)	Prec@(1,5) (57.9%, 93.9%)	
06/26 03:38:22PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 0.6599 (1.4223)	Prec@(1,5) (58.3%, 94.1%)	
06/26 03:38:25PM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/24] Final Prec@1 58.3320%
06/26 03:38:26PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 0.9096	Prec@(1,5) (70.0%, 97.7%)
06/26 03:38:27PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 0.8910	Prec@(1,5) (70.0%, 97.7%)
