06/26 02:11:42AM parser.py:28 [INFO] 
06/26 02:11:42AM parser.py:29 [INFO] Parameters:
06/26 02:11:42AM parser.py:31 [INFO] BATCH_SIZE=64
06/26 02:11:42AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 02:11:42AM parser.py:31 [INFO] DATA_PATH=../data/
06/26 02:11:42AM parser.py:31 [INFO] DATASET=cifar100
06/26 02:11:42AM parser.py:31 [INFO] EPOCHS=50
06/26 02:11:42AM parser.py:31 [INFO] EXP_NAME=E50-20240626-021142
06/26 02:11:42AM parser.py:31 [INFO] GPUS=[0]
06/26 02:11:42AM parser.py:31 [INFO] LOCAL_RANK=0
06/26 02:11:42AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 02:11:42AM parser.py:31 [INFO] MODEL_NAME=resnet152
06/26 02:11:42AM parser.py:31 [INFO] NAME=FINETUNE
06/26 02:11:42AM parser.py:31 [INFO] PATH=results/teacher/cifar100/resnet152/FINETUNE/E50-20240626-021142
06/26 02:11:42AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/resnet152/FINETUNE/E50-20240626-021142/plots
06/26 02:11:42AM parser.py:31 [INFO] PRINT_FREQ=50
06/26 02:11:42AM parser.py:31 [INFO] RESUME_PATH=None
06/26 02:11:42AM parser.py:31 [INFO] SAVE=E50
06/26 02:11:42AM parser.py:31 [INFO] SEED=0
06/26 02:11:42AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 02:11:42AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 02:11:42AM parser.py:31 [INFO] W_LR=0.025
06/26 02:11:42AM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 02:11:42AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 02:11:42AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 02:11:42AM parser.py:31 [INFO] WORKERS=4
06/26 02:11:42AM parser.py:32 [INFO] 
06/26 02:11:48AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 02:11:52AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 3.7547 (4.3636)	Prec@(1,5) (7.0%, 17.8%)	
06/26 02:11:56AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.3818 (4.0447)	Prec@(1,5) (10.4%, 28.3%)	
06/26 02:11:59AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.2183 (3.8506)	Prec@(1,5) (13.3%, 34.3%)	
06/26 02:12:02AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.1983 (3.7170)	Prec@(1,5) (15.2%, 38.2%)	
06/26 02:12:05AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.0956 (3.6116)	Prec@(1,5) (16.7%, 41.3%)	
06/26 02:12:09AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.5736 (3.5286)	Prec@(1,5) (17.9%, 43.3%)	
06/26 02:12:12AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.8327 (3.4428)	Prec@(1,5) (19.0%, 45.5%)	
06/26 02:12:15AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 2.4324 (3.3771)	Prec@(1,5) (20.0%, 47.1%)	
06/26 02:12:18AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 2.6581 (3.3243)	Prec@(1,5) (20.9%, 48.4%)	
06/26 02:12:21AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 2.6988 (3.2751)	Prec@(1,5) (21.8%, 49.6%)	
06/26 02:12:24AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.7170 (3.2324)	Prec@(1,5) (22.5%, 50.6%)	
06/26 02:12:27AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.8020 (3.1915)	Prec@(1,5) (23.1%, 51.6%)	
