06/26 10:35:51PM parser.py:28 [INFO] 
06/26 10:35:51PM parser.py:29 [INFO] Parameters:
06/26 10:35:51PM parser.py:31 [INFO] BATCH_SIZE=64
06/26 10:35:51PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 10:35:51PM parser.py:31 [INFO] DATA_PATH=../data/
06/26 10:35:51PM parser.py:31 [INFO] DATASET=cifar10
06/26 10:35:51PM parser.py:31 [INFO] EPOCHS=100
06/26 10:35:51PM parser.py:31 [INFO] EXP_NAME=E100-20240626-223551
06/26 10:35:51PM parser.py:31 [INFO] GPUS=[0]
06/26 10:35:51PM parser.py:31 [INFO] LOCAL_RANK=0
06/26 10:35:51PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 10:35:51PM parser.py:31 [INFO] MODEL_NAME=wide_resnet50_2
06/26 10:35:51PM parser.py:31 [INFO] NAME=FINETUNE
06/26 10:35:51PM parser.py:31 [INFO] PATH=results/teacher/cifar10/wide_resnet50_2/FINETUNE/E100-20240626-223551
06/26 10:35:51PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar10/wide_resnet50_2/FINETUNE/E100-20240626-223551/plots
06/26 10:35:51PM parser.py:31 [INFO] PRINT_FREQ=50
06/26 10:35:51PM parser.py:31 [INFO] RESUME_PATH=None
06/26 10:35:51PM parser.py:31 [INFO] SAVE=E100
06/26 10:35:51PM parser.py:31 [INFO] SEED=0
06/26 10:35:51PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 10:35:51PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 10:35:51PM parser.py:31 [INFO] W_LR=0.025
06/26 10:35:51PM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 10:35:51PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 10:35:51PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 10:35:51PM parser.py:31 [INFO] WORKERS=4
06/26 10:35:51PM parser.py:32 [INFO] 
06/26 10:35:56PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 10:36:01PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 2.0234 (2.0334)	Prec@(1,5) (26.2%, 72.4%)	
06/26 10:36:03PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 1.6395 (1.8562)	Prec@(1,5) (34.2%, 80.1%)	
06/26 10:36:04PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 1.4641 (1.7556)	Prec@(1,5) (39.2%, 83.9%)	
06/26 10:36:06PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 2.2810 (1.7435)	Prec@(1,5) (41.6%, 85.3%)	
06/26 10:36:07PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 1.5350 (1.8122)	Prec@(1,5) (42.1%, 86.0%)	
06/26 10:36:09PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 1.9397 (1.8919)	Prec@(1,5) (42.7%, 86.5%)	
06/26 10:36:10PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.5957 (1.8985)	Prec@(1,5) (42.7%, 86.6%)	
06/26 10:36:12PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 4.6353 (1.9910)	Prec@(1,5) (43.3%, 86.9%)	
06/26 10:36:14PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 2.9233 (2.0278)	Prec@(1,5) (43.4%, 87.2%)	
06/26 10:36:15PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 1.9930 (2.0241)	Prec@(1,5) (43.5%, 87.4%)	
06/26 10:36:17PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 1.2982 (2.0033)	Prec@(1,5) (43.8%, 87.6%)	
06/26 10:36:18PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 1.6598 (1.9727)	Prec@(1,5) (44.3%, 88.0%)	
06/26 10:36:20PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 1.3253 (1.9465)	Prec@(1,5) (44.9%, 88.4%)	
06/26 10:36:21PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 1.2594 (1.9089)	Prec@(1,5) (45.6%, 88.8%)	
06/26 10:36:23PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 1.9027 (1.8799)	Prec@(1,5) (46.4%, 89.1%)	
06/26 10:36:24PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 1.5611 (1.8726)	Prec@(1,5) (46.6%, 89.3%)	
