Wall time,Step,Value
1733163324.5447874,0,4.20181941986084
1733163454.2480643,1,4.168013095855713
1733163580.4679492,2,4.134202480316162
1733163709.8240814,3,4.105544090270996
1733163839.1151307,4,4.074282646179199
1733163967.728559,5,4.038378715515137
1733164097.23166,6,4.009853839874268
1733164227.420128,7,3.988949775695801
1733164354.549564,8,3.9677577018737793
1733164484.0735834,9,3.945024013519287
1733164612.343108,10,3.9249441623687744
1733164742.8529713,11,3.9036693572998047
1733164872.5269718,12,3.887044668197632
1733165002.5573385,13,3.867720365524292
1733165130.428898,14,3.852273941040039
1733165259.5738454,15,3.844768524169922
1733165388.4307241,16,3.8337061405181885
1733165517.8251474,17,3.8261215686798096
1733165646.530539,18,3.812159538269043
1733165776.329577,19,3.802773952484131
1733165904.6303327,20,3.7961597442626953
1733166031.795366,21,3.7895641326904297
1733166161.1703064,22,3.781015634536743
1733166289.8380017,23,3.7687153816223145
1733166417.1343925,24,3.761976480484009
1733166543.0720675,25,3.7551374435424805
1733166670.0942354,26,3.7468152046203613
1733166799.420229,27,3.738863468170166
1733166926.1799905,28,3.7342207431793213
1733167051.6455235,29,3.727505922317505
1733167179.0120094,30,3.721432685852051
1733167306.6411314,31,3.7118165493011475
1733167435.8424928,32,3.705662965774536
1733167560.9384434,33,3.6991217136383057
1733167690.546779,34,3.6901142597198486
1733167820.8575218,35,3.681278705596924
1733167948.6838124,36,3.6730456352233887
1733168077.5992932,37,3.668137311935425
1733168207.291509,38,3.6597964763641357
1733168334.6175659,39,3.648851156234741
1733168459.5282922,40,3.640336036682129
1733168588.9043343,41,3.6317155361175537
1733168717.0440288,42,3.624079465866089
1733168843.6770709,43,3.617717981338501
1733168969.3712618,44,3.611392021179199
1733169098.523577,45,3.6053359508514404
1733169227.0112119,46,3.598428249359131
1733169356.8951526,47,3.588728189468384
1733169484.7706723,48,3.5838561058044434
1733169614.5361857,49,3.578734874725342
