06/27 02:49:17PM parser.py:28 [INFO] 
06/27 02:49:17PM parser.py:29 [INFO] Parameters:
06/27 02:49:17PM parser.py:31 [INFO] BATCH_SIZE=64
06/27 02:49:17PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/27 02:49:17PM parser.py:31 [INFO] DATA_PATH=../data/
06/27 02:49:17PM parser.py:31 [INFO] DATASET=cifar100
06/27 02:49:17PM parser.py:31 [INFO] EPOCHS=200
06/27 02:49:17PM parser.py:31 [INFO] EXP_NAME=E200-20240627-144917
06/27 02:49:17PM parser.py:31 [INFO] GPUS=[0]
06/27 02:49:17PM parser.py:31 [INFO] LOCAL_RANK=0
06/27 02:49:17PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/27 02:49:17PM parser.py:31 [INFO] MODEL_NAME=resnet152
06/27 02:49:17PM parser.py:31 [INFO] NAME=FINETUNE
06/27 02:49:17PM parser.py:31 [INFO] PATH=results/teacher/cifar100/resnet152/FINETUNE/E200-20240627-144917
06/27 02:49:17PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/resnet152/FINETUNE/E200-20240627-144917/plots
06/27 02:49:17PM parser.py:31 [INFO] PRINT_FREQ=50
06/27 02:49:17PM parser.py:31 [INFO] RESUME_PATH=None
06/27 02:49:17PM parser.py:31 [INFO] SAVE=E200
06/27 02:49:17PM parser.py:31 [INFO] SEED=0
06/27 02:49:17PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/27 02:49:17PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/27 02:49:17PM parser.py:31 [INFO] W_LR=0.025
06/27 02:49:17PM parser.py:31 [INFO] W_LR_MIN=0.001
06/27 02:49:17PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/27 02:49:17PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/27 02:49:17PM parser.py:31 [INFO] WORKERS=4
06/27 02:49:17PM parser.py:32 [INFO] 
06/27 02:49:23PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/27 02:49:27PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 3.9181 (4.3145)	Prec@(1,5) (7.3%, 19.8%)	
06/27 02:49:31PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.6636 (3.9928)	Prec@(1,5) (11.1%, 29.7%)	
06/27 02:49:35PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 2.9102 (3.8110)	Prec@(1,5) (13.8%, 35.3%)	
06/27 02:49:38PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.0500 (3.6581)	Prec@(1,5) (16.0%, 39.4%)	
06/27 02:49:41PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.0794 (3.5524)	Prec@(1,5) (17.4%, 42.1%)	
06/27 02:49:44PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.3722 (3.4607)	Prec@(1,5) (18.9%, 44.6%)	
06/27 02:49:47PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.9478 (3.3769)	Prec@(1,5) (20.2%, 46.7%)	
06/27 02:49:50PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 2.3262 (3.3122)	Prec@(1,5) (21.3%, 48.5%)	
06/27 02:49:54PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 2.6017 (3.2620)	Prec@(1,5) (22.2%, 49.8%)	
06/27 02:49:57PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 2.6649 (3.2080)	Prec@(1,5) (23.1%, 51.2%)	
06/27 02:50:00PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.8468 (3.1666)	Prec@(1,5) (23.8%, 52.2%)	
06/27 02:50:04PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.7483 (3.1351)	Prec@(1,5) (24.4%, 53.0%)	
06/27 02:50:07PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 2.3793 (3.0997)	Prec@(1,5) (25.0%, 53.9%)	
06/27 02:50:10PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 2.6368 (3.0649)	Prec@(1,5) (25.6%, 54.7%)	
06/27 02:50:13PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 2.4700 (3.0307)	Prec@(1,5) (26.2%, 55.4%)	
06/27 02:50:15PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 3.2081 (3.0119)	Prec@(1,5) (26.5%, 55.9%)	
06/27 02:50:16PM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/199] Final Prec@1 26.5020%
06/27 02:50:17PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 3.1978	Prec@(1,5) (35.2%, 66.3%)
06/27 02:50:18PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 3.2287	Prec@(1,5) (35.3%, 66.7%)
06/27 02:50:19PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 3.1937	Prec@(1,5) (35.3%, 66.9%)
06/27 02:50:20PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 3.1794	Prec@(1,5) (35.1%, 66.8%)
06/27 02:50:21PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 3.1889	Prec@(1,5) (35.1%, 66.6%)
06/27 02:50:22PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 3.1618	Prec@(1,5) (35.1%, 66.6%)
06/27 02:50:23PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 3.1473	Prec@(1,5) (35.1%, 66.6%)
06/27 02:50:24PM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 3.1400	Prec@(1,5) (35.1%, 66.6%)
06/27 02:50:24PM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/199] Final Prec@1 35.0800%
06/27 02:50:25午後 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 35.0800%
06/27 02:50:30午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][50/781]	Step 832	lr 0.025	Loss 2.4645 (2.4259)	Prec@(1,5) (36.6%, 69.5%)	
06/27 02:50:33午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][100/781]	Step 882	lr 0.025	Loss 2.0931 (2.4519)	Prec@(1,5) (36.1%, 68.7%)	
06/27 02:50:37午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][150/781]	Step 932	lr 0.025	Loss 2.5725 (2.4493)	Prec@(1,5) (36.2%, 68.4%)	
06/27 02:50:40午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][200/781]	Step 982	lr 0.025	Loss 2.8435 (2.4329)	Prec@(1,5) (36.8%, 68.7%)	
06/27 02:50:42午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][250/781]	Step 1032	lr 0.025	Loss 2.3083 (2.4345)	Prec@(1,5) (36.7%, 68.7%)	
06/27 02:50:45午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][300/781]	Step 1082	lr 0.025	Loss 2.3930 (2.4276)	Prec@(1,5) (36.8%, 68.7%)	
06/27 02:50:48午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][350/781]	Step 1132	lr 0.025	Loss 2.3946 (2.4317)	Prec@(1,5) (36.8%, 68.7%)	
06/27 02:50:51午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][400/781]	Step 1182	lr 0.025	Loss 3.0235 (2.4289)	Prec@(1,5) (36.7%, 68.9%)	
06/27 02:50:54午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][450/781]	Step 1232	lr 0.025	Loss 2.6196 (2.4281)	Prec@(1,5) (36.8%, 68.9%)	
06/27 02:50:58午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][500/781]	Step 1282	lr 0.025	Loss 2.2818 (2.4266)	Prec@(1,5) (36.9%, 68.9%)	
06/27 02:51:01午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][550/781]	Step 1332	lr 0.025	Loss 2.2395 (2.4200)	Prec@(1,5) (37.1%, 69.1%)	
06/27 02:51:05午後 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][600/781]	Step 1382	lr 0.025	Loss 2.7466 (2.4177)	Prec@(1,5) (37.1%, 69.1%)	
