06/25 11:59:42PM parser.py:28 [INFO] 
06/25 11:59:42PM parser.py:29 [INFO] Parameters:
06/25 11:59:42PM parser.py:31 [INFO] BATCH_SIZE=64
06/25 11:59:42PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/25 11:59:42PM parser.py:31 [INFO] DATA_PATH=../data/
06/25 11:59:42PM parser.py:31 [INFO] DATASET=cifar100
06/25 11:59:42PM parser.py:31 [INFO] EPOCHS=50
06/25 11:59:42PM parser.py:31 [INFO] EXP_NAME=E50-20240625-235942
06/25 11:59:42PM parser.py:31 [INFO] GPUS=[0]
06/25 11:59:42PM parser.py:31 [INFO] LOCAL_RANK=0
06/25 11:59:42PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/25 11:59:42PM parser.py:31 [INFO] MODEL_NAME=densenet121
06/25 11:59:42PM parser.py:31 [INFO] NAME=FINETUNE
06/25 11:59:42PM parser.py:31 [INFO] PATH=results/teacher/cifar100/densenet121/FINETUNE/E50-20240625-235942
06/25 11:59:42PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/densenet121/FINETUNE/E50-20240625-235942/plots
06/25 11:59:42PM parser.py:31 [INFO] PRINT_FREQ=50
06/25 11:59:42PM parser.py:31 [INFO] RESUME_PATH=None
06/25 11:59:42PM parser.py:31 [INFO] SAVE=E50
06/25 11:59:42PM parser.py:31 [INFO] SEED=0
06/25 11:59:42PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/25 11:59:42PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/25 11:59:42PM parser.py:31 [INFO] W_LR=0.025
06/25 11:59:42PM parser.py:31 [INFO] W_LR_MIN=0.001
06/25 11:59:42PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/25 11:59:42PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/25 11:59:42PM parser.py:31 [INFO] WORKERS=4
06/25 11:59:42PM parser.py:32 [INFO] 
06/25 11:59:46PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/25 11:59:51PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 3.9843 (4.3733)	Prec@(1,5) (6.8%, 19.2%)	
06/25 11:59:54PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.8774 (4.0798)	Prec@(1,5) (10.7%, 28.8%)	
06/25 11:59:57PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.6510 (3.9424)	Prec@(1,5) (12.8%, 33.6%)	
06/26 12:00:00AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.7301 (3.8395)	Prec@(1,5) (14.2%, 36.8%)	
06/26 12:00:03AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.8892 (3.7529)	Prec@(1,5) (15.3%, 39.3%)	
06/26 12:00:06AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.0668 (3.6694)	Prec@(1,5) (16.8%, 41.7%)	
06/26 12:00:09AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.8949 (3.5824)	Prec@(1,5) (18.0%, 43.7%)	
06/26 12:00:12AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.1936 (3.5152)	Prec@(1,5) (18.9%, 45.3%)	
06/26 12:00:15AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.3897 (3.4538)	Prec@(1,5) (19.7%, 46.7%)	
06/26 12:00:18AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 2.8947 (3.3964)	Prec@(1,5) (20.6%, 48.1%)	
06/26 12:00:21AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.8303 (3.3447)	Prec@(1,5) (21.4%, 49.3%)	
06/26 12:00:24AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.8948 (3.2967)	Prec@(1,5) (22.1%, 50.4%)	
06/26 12:00:27AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 2.6757 (3.2482)	Prec@(1,5) (22.8%, 51.5%)	
06/26 12:00:30AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 2.7549 (3.2058)	Prec@(1,5) (23.5%, 52.4%)	
06/26 12:00:33AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 2.3931 (3.1629)	Prec@(1,5) (24.2%, 53.4%)	
06/26 12:00:35AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 2.4480 (3.1419)	Prec@(1,5) (24.5%, 53.8%)	
06/26 12:00:36AM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/49] Final Prec@1 24.5160%
06/26 12:00:37AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 2.5139	Prec@(1,5) (36.6%, 69.2%)
06/26 12:00:37AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 2.4912	Prec@(1,5) (37.5%, 70.2%)
06/26 12:00:38AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 2.5016	Prec@(1,5) (37.1%, 70.4%)
06/26 12:00:39AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 2.5101	Prec@(1,5) (37.0%, 70.0%)
06/26 12:00:39AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 2.5120	Prec@(1,5) (37.0%, 69.8%)
06/26 12:00:40AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 2.5178	Prec@(1,5) (37.0%, 69.9%)
06/26 12:00:40AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 2.5179	Prec@(1,5) (37.0%, 69.7%)
06/26 12:00:41AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 2.5115	Prec@(1,5) (37.0%, 69.8%)
06/26 12:00:42AM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/49] Final Prec@1 37.0200%
06/26 12:00:43午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 37.0200%
