06/27 07:08:54AM parser.py:28 [INFO] 
06/27 07:08:54AM parser.py:29 [INFO] Parameters:
06/27 07:08:54AM parser.py:31 [INFO] BATCH_SIZE=64
06/27 07:08:54AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/27 07:08:54AM parser.py:31 [INFO] DATA_PATH=../data/
06/27 07:08:54AM parser.py:31 [INFO] DATASET=cifar100
06/27 07:08:54AM parser.py:31 [INFO] EPOCHS=100
06/27 07:08:54AM parser.py:31 [INFO] EXP_NAME=E100-20240627-070854
06/27 07:08:54AM parser.py:31 [INFO] GPUS=[0]
06/27 07:08:54AM parser.py:31 [INFO] LOCAL_RANK=0
06/27 07:08:54AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/27 07:08:54AM parser.py:31 [INFO] MODEL_NAME=densenet161
06/27 07:08:54AM parser.py:31 [INFO] NAME=FINETUNE
06/27 07:08:54AM parser.py:31 [INFO] PATH=results/teacher/cifar100/densenet161/FINETUNE/E100-20240627-070854
06/27 07:08:54AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/densenet161/FINETUNE/E100-20240627-070854/plots
06/27 07:08:54AM parser.py:31 [INFO] PRINT_FREQ=50
06/27 07:08:54AM parser.py:31 [INFO] RESUME_PATH=None
06/27 07:08:54AM parser.py:31 [INFO] SAVE=E100
06/27 07:08:54AM parser.py:31 [INFO] SEED=0
06/27 07:08:54AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/27 07:08:54AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/27 07:08:54AM parser.py:31 [INFO] W_LR=0.025
06/27 07:08:54AM parser.py:31 [INFO] W_LR_MIN=0.001
06/27 07:08:54AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/27 07:08:54AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/27 07:08:54AM parser.py:31 [INFO] WORKERS=4
06/27 07:08:54AM parser.py:32 [INFO] 
06/27 07:09:02AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/27 07:09:13AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.8417 (4.5900)	Prec@(1,5) (5.0%, 14.6%)	
06/27 07:09:16AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.5410 (4.2714)	Prec@(1,5) (8.8%, 25.2%)	
06/27 07:09:19AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.7323 (4.0463)	Prec@(1,5) (11.3%, 31.1%)	
06/27 07:09:23AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.2268 (3.8857)	Prec@(1,5) (13.5%, 35.5%)	
06/27 07:09:26AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.4177 (3.7645)	Prec@(1,5) (15.3%, 38.7%)	
06/27 07:09:29AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.0442 (3.6751)	Prec@(1,5) (16.5%, 40.8%)	
06/27 07:09:32AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 3.3701 (3.5882)	Prec@(1,5) (17.6%, 42.9%)	
06/27 07:09:35AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.1528 (3.5066)	Prec@(1,5) (18.8%, 45.0%)	
06/27 07:09:39AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.1625 (3.4381)	Prec@(1,5) (19.8%, 46.6%)	
06/27 07:09:42AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 2.5568 (3.3792)	Prec@(1,5) (20.8%, 48.0%)	
06/27 07:09:45AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.8555 (3.3321)	Prec@(1,5) (21.4%, 49.1%)	
06/27 07:09:48AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 3.1502 (3.2833)	Prec@(1,5) (22.1%, 50.3%)	
06/27 07:09:51AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 2.7638 (3.2364)	Prec@(1,5) (23.0%, 51.3%)	
06/27 07:09:55AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 2.7239 (3.1951)	Prec@(1,5) (23.6%, 52.2%)	
06/27 07:09:58AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 2.5565 (3.1522)	Prec@(1,5) (24.4%, 53.2%)	
06/27 07:10:00AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 2.4838 (3.1262)	Prec@(1,5) (24.8%, 53.7%)	
06/27 07:10:06AM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/99] Final Prec@1 24.7620%
06/27 07:10:07AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 2.5246	Prec@(1,5) (37.2%, 69.8%)
06/27 07:10:08AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 2.5921	Prec@(1,5) (36.3%, 68.9%)
06/27 07:10:10AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 2.5910	Prec@(1,5) (36.3%, 68.7%)
06/27 07:10:11AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 2.5832	Prec@(1,5) (36.3%, 68.6%)
06/27 07:10:12AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 2.5908	Prec@(1,5) (36.2%, 68.6%)
06/27 07:10:13AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 2.5813	Prec@(1,5) (36.3%, 68.5%)
06/27 07:10:15AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 2.5936	Prec@(1,5) (36.2%, 68.3%)
06/27 07:10:16AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 2.5877	Prec@(1,5) (36.3%, 68.3%)
06/27 07:10:19AM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/99] Final Prec@1 36.2720%
06/27 07:10:19午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 36.2720%
06/27 07:10:23午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][50/781]	Step 832	lr 0.02499	Loss 2.2900 (2.4401)	Prec@(1,5) (36.5%, 68.9%)	
06/27 07:10:26午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][100/781]	Step 882	lr 0.02499	Loss 2.4314 (2.4160)	Prec@(1,5) (36.8%, 69.1%)	
06/27 07:10:29午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][150/781]	Step 932	lr 0.02499	Loss 2.2855 (2.3974)	Prec@(1,5) (37.4%, 69.6%)	
06/27 07:10:32午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][200/781]	Step 982	lr 0.02499	Loss 2.8294 (2.4148)	Prec@(1,5) (37.1%, 69.4%)	
06/27 07:10:36午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][250/781]	Step 1032	lr 0.02499	Loss 2.0177 (2.4001)	Prec@(1,5) (37.4%, 69.7%)	
06/27 07:10:39午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][300/781]	Step 1082	lr 0.02499	Loss 2.4326 (2.3842)	Prec@(1,5) (37.6%, 70.2%)	
06/27 07:10:42午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][350/781]	Step 1132	lr 0.02499	Loss 2.2233 (2.3807)	Prec@(1,5) (37.7%, 70.3%)	
06/27 07:10:46午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][400/781]	Step 1182	lr 0.02499	Loss 2.3614 (2.3701)	Prec@(1,5) (38.0%, 70.4%)	
06/27 07:10:49午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][450/781]	Step 1232	lr 0.02499	Loss 2.4795 (2.3606)	Prec@(1,5) (38.2%, 70.6%)	
06/27 07:10:52午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][500/781]	Step 1282	lr 0.02499	Loss 1.9771 (2.3523)	Prec@(1,5) (38.4%, 70.7%)	
06/27 07:10:55午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][550/781]	Step 1332	lr 0.02499	Loss 2.2395 (2.3467)	Prec@(1,5) (38.5%, 70.9%)	
06/27 07:10:58午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][600/781]	Step 1382	lr 0.02499	Loss 2.1946 (2.3373)	Prec@(1,5) (38.6%, 71.1%)	
06/27 07:11:01午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][650/781]	Step 1432	lr 0.02499	Loss 2.3763 (2.3269)	Prec@(1,5) (38.8%, 71.3%)	
06/27 07:11:05午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][700/781]	Step 1482	lr 0.02499	Loss 2.1267 (2.3120)	Prec@(1,5) (39.1%, 71.6%)	
06/27 07:11:08午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][750/781]	Step 1532	lr 0.02499	Loss 1.9206 (2.2994)	Prec@(1,5) (39.3%, 71.9%)	
06/27 07:11:10午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][781/781]	Step 1563	lr 0.02499	Loss 2.1270 (2.2939)	Prec@(1,5) (39.4%, 72.0%)	
06/27 07:11:10午前 finetuneTeacher_trainer.py:181 [INFO] Train: [  1/99] Final Prec@1 39.4000%
06/27 07:11:11午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][50/391]	Step 1564	Loss 1.9446	Prec@(1,5) (47.4%, 78.6%)
06/27 07:11:12午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][100/391]	Step 1564	Loss 1.9337	Prec@(1,5) (47.9%, 78.8%)
06/27 07:11:14午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][150/391]	Step 1564	Loss 1.9282	Prec@(1,5) (48.1%, 78.9%)
06/27 07:11:15午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][200/391]	Step 1564	Loss 1.9221	Prec@(1,5) (47.9%, 79.2%)
06/27 07:11:16午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][250/391]	Step 1564	Loss 1.9349	Prec@(1,5) (47.7%, 79.2%)
06/27 07:11:17午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][300/391]	Step 1564	Loss 1.9315	Prec@(1,5) (47.8%, 79.3%)
06/27 07:11:19午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][350/391]	Step 1564	Loss 1.9280	Prec@(1,5) (47.9%, 79.3%)
06/27 07:11:20午前 finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [1][390/391]	Step 1564	Loss 1.9293	Prec@(1,5) (47.8%, 79.3%)
06/27 07:11:20午前 finetuneTeacher_trainer.py:216 [INFO] Valid: [  1/99] Final Prec@1 47.8320%
06/27 07:11:20午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 47.8320%
