06/26 01:46:06AM parser.py:28 [INFO] 
06/26 01:46:06AM parser.py:29 [INFO] Parameters:
06/26 01:46:06AM parser.py:31 [INFO] BATCH_SIZE=64
06/26 01:46:06AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 01:46:06AM parser.py:31 [INFO] DATA_PATH=../data/
06/26 01:46:06AM parser.py:31 [INFO] DATASET=cifar100
06/26 01:46:06AM parser.py:31 [INFO] EPOCHS=50
06/26 01:46:06AM parser.py:31 [INFO] EXP_NAME=E50-20240626-014606
06/26 01:46:06AM parser.py:31 [INFO] GPUS=[0]
06/26 01:46:06AM parser.py:31 [INFO] LOCAL_RANK=0
06/26 01:46:06AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 01:46:06AM parser.py:31 [INFO] MODEL_NAME=resnet50
06/26 01:46:06AM parser.py:31 [INFO] NAME=FINETUNE
06/26 01:46:06AM parser.py:31 [INFO] PATH=results/teacher/cifar100/resnet50/FINETUNE/E50-20240626-014606
06/26 01:46:06AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/resnet50/FINETUNE/E50-20240626-014606/plots
06/26 01:46:06AM parser.py:31 [INFO] PRINT_FREQ=50
06/26 01:46:06AM parser.py:31 [INFO] RESUME_PATH=None
06/26 01:46:06AM parser.py:31 [INFO] SAVE=E50
06/26 01:46:06AM parser.py:31 [INFO] SEED=0
06/26 01:46:06AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 01:46:06AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 01:46:06AM parser.py:31 [INFO] W_LR=0.025
06/26 01:46:06AM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 01:46:06AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 01:46:06AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 01:46:06AM parser.py:31 [INFO] WORKERS=4
06/26 01:46:06AM parser.py:32 [INFO] 
06/26 01:46:10AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 01:46:12AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.0826 (4.4617)	Prec@(1,5) (5.3%, 14.5%)	
06/26 01:46:14AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.7435 (4.2023)	Prec@(1,5) (8.9%, 24.3%)	
06/26 01:46:16AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.2837 (4.0173)	Prec@(1,5) (11.5%, 30.1%)	
06/26 01:46:17AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.3487 (3.8715)	Prec@(1,5) (13.4%, 34.5%)	
06/26 01:46:19AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.3264 (3.7790)	Prec@(1,5) (14.5%, 37.0%)	
06/26 01:46:20AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.2579 (3.6963)	Prec@(1,5) (15.7%, 39.4%)	
06/26 01:46:22AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 2.7839 (3.6253)	Prec@(1,5) (16.8%, 41.3%)	
06/26 01:46:24AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.1105 (3.5734)	Prec@(1,5) (17.6%, 42.7%)	
06/26 01:46:25AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.3184 (3.5224)	Prec@(1,5) (18.4%, 44.2%)	
06/26 01:46:27AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 3.4322 (3.4751)	Prec@(1,5) (19.2%, 45.4%)	
06/26 01:46:28AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.8595 (3.4376)	Prec@(1,5) (19.7%, 46.4%)	
06/26 01:46:30AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.7039 (3.3965)	Prec@(1,5) (20.4%, 47.4%)	
