06/26 03:15:14PM parser.py:28 [INFO] 
06/26 03:15:14PM parser.py:29 [INFO] Parameters:
06/26 03:15:14PM parser.py:31 [INFO] BATCH_SIZE=64
06/26 03:15:14PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 03:15:14PM parser.py:31 [INFO] DATA_PATH=../data/
06/26 03:15:14PM parser.py:31 [INFO] DATASET=cifar10
06/26 03:15:14PM parser.py:31 [INFO] EPOCHS=25
06/26 03:15:14PM parser.py:31 [INFO] EXP_NAME=E25-20240626-151514
06/26 03:15:14PM parser.py:31 [INFO] GPUS=[0]
06/26 03:15:14PM parser.py:31 [INFO] LOCAL_RANK=0
06/26 03:15:14PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 03:15:14PM parser.py:31 [INFO] MODEL_NAME=wide_resnet50_2
06/26 03:15:14PM parser.py:31 [INFO] NAME=FINETUNE
06/26 03:15:14PM parser.py:31 [INFO] PATH=results/teacher/cifar10/wide_resnet50_2/FINETUNE/E25-20240626-151514
06/26 03:15:14PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar10/wide_resnet50_2/FINETUNE/E25-20240626-151514/plots
06/26 03:15:14PM parser.py:31 [INFO] PRINT_FREQ=50
06/26 03:15:14PM parser.py:31 [INFO] RESUME_PATH=None
06/26 03:15:14PM parser.py:31 [INFO] SAVE=E25
06/26 03:15:14PM parser.py:31 [INFO] SEED=0
06/26 03:15:14PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 03:15:14PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 03:15:14PM parser.py:31 [INFO] W_LR=0.025
06/26 03:15:14PM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 03:15:14PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 03:15:14PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 03:15:14PM parser.py:31 [INFO] WORKERS=4
06/26 03:15:14PM parser.py:32 [INFO] 
06/26 03:15:18PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 03:15:21PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 1.9243 (2.0132)	Prec@(1,5) (28.5%, 74.6%)	
06/26 03:15:22PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 1.8885 (1.8415)	Prec@(1,5) (35.7%, 81.3%)	
06/26 03:15:24PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 1.4862 (1.7890)	Prec@(1,5) (38.9%, 84.2%)	
06/26 03:15:26PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 2.3930 (1.9241)	Prec@(1,5) (40.1%, 85.1%)	
06/26 03:15:27PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 1.7001 (1.9580)	Prec@(1,5) (39.7%, 85.1%)	
06/26 03:15:29PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 1.9561 (1.9515)	Prec@(1,5) (40.0%, 85.8%)	
06/26 03:15:31PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 1.6475 (1.9400)	Prec@(1,5) (40.4%, 86.1%)	
06/26 03:15:32PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 1.2661 (1.9070)	Prec@(1,5) (41.4%, 86.7%)	
06/26 03:15:34PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 1.3364 (1.8853)	Prec@(1,5) (42.3%, 87.3%)	
06/26 03:15:36PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 1.8279 (1.8544)	Prec@(1,5) (43.3%, 87.8%)	
06/26 03:15:38PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 1.0721 (1.8206)	Prec@(1,5) (44.4%, 88.3%)	
06/26 03:15:39PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 1.0065 (1.7780)	Prec@(1,5) (45.6%, 88.8%)	
06/26 03:15:41PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 1.2860 (1.7418)	Prec@(1,5) (46.6%, 89.2%)	
06/26 03:15:42PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 1.3542 (1.7120)	Prec@(1,5) (47.3%, 89.5%)	
06/26 03:15:43PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 1.2429 (1.6844)	Prec@(1,5) (48.0%, 89.8%)	
