06/27 08:44:43AM parser.py:28 [INFO] 
06/27 08:44:43AM parser.py:29 [INFO] Parameters:
06/27 08:44:43AM parser.py:31 [INFO] BATCH_SIZE=64
06/27 08:44:43AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/27 08:44:43AM parser.py:31 [INFO] DATA_PATH=../data/
06/27 08:44:43AM parser.py:31 [INFO] DATASET=cifar100
06/27 08:44:43AM parser.py:31 [INFO] EPOCHS=100
06/27 08:44:43AM parser.py:31 [INFO] EXP_NAME=E100-20240627-084443
06/27 08:44:43AM parser.py:31 [INFO] GPUS=[0]
06/27 08:44:43AM parser.py:31 [INFO] LOCAL_RANK=0
06/27 08:44:43AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/27 08:44:43AM parser.py:31 [INFO] MODEL_NAME=resnet50
06/27 08:44:43AM parser.py:31 [INFO] NAME=FINETUNE
06/27 08:44:43AM parser.py:31 [INFO] PATH=results/teacher/cifar100/resnet50/FINETUNE/E100-20240627-084443
06/27 08:44:43AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/resnet50/FINETUNE/E100-20240627-084443/plots
06/27 08:44:43AM parser.py:31 [INFO] PRINT_FREQ=50
06/27 08:44:43AM parser.py:31 [INFO] RESUME_PATH=None
06/27 08:44:43AM parser.py:31 [INFO] SAVE=E100
06/27 08:44:43AM parser.py:31 [INFO] SEED=0
06/27 08:44:43AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/27 08:44:43AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/27 08:44:43AM parser.py:31 [INFO] W_LR=0.025
06/27 08:44:43AM parser.py:31 [INFO] W_LR_MIN=0.001
06/27 08:44:43AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/27 08:44:43AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/27 08:44:43AM parser.py:31 [INFO] WORKERS=4
06/27 08:44:43AM parser.py:32 [INFO] 
06/27 08:44:45AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/27 08:44:50AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.4882 (4.4858)	Prec@(1,5) (4.6%, 13.8%)	
06/27 08:44:52AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.8667 (4.2505)	Prec@(1,5) (7.8%, 21.9%)	
06/27 08:44:53AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.3453 (4.0588)	Prec@(1,5) (10.1%, 28.4%)	
06/27 08:44:55AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.4926 (3.9198)	Prec@(1,5) (12.2%, 32.5%)	
06/27 08:44:57AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.2276 (3.8122)	Prec@(1,5) (13.6%, 35.9%)	
06/27 08:44:58AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.2106 (3.7191)	Prec@(1,5) (14.9%, 38.6%)	
06/27 08:45:00AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 3.0287 (3.6473)	Prec@(1,5) (16.1%, 40.6%)	
06/27 08:45:01AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.0712 (3.5922)	Prec@(1,5) (17.0%, 42.1%)	
06/27 08:45:03AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.2862 (3.5384)	Prec@(1,5) (17.8%, 43.6%)	
06/27 08:45:05AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 3.5615 (3.4922)	Prec@(1,5) (18.4%, 44.8%)	
06/27 08:45:06AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 2.7511 (3.4513)	Prec@(1,5) (19.0%, 45.8%)	
06/27 08:45:08AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.5150 (3.4111)	Prec@(1,5) (19.8%, 46.9%)	
06/27 08:45:09AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 3.0734 (3.3759)	Prec@(1,5) (20.3%, 47.9%)	
06/27 08:45:11AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 3.0054 (3.3452)	Prec@(1,5) (20.8%, 48.7%)	
06/27 08:45:13AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 3.0183 (3.3155)	Prec@(1,5) (21.3%, 49.4%)	
06/27 08:45:14AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 3.0103 (3.2988)	Prec@(1,5) (21.6%, 49.9%)	
06/27 08:45:16AM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/99] Final Prec@1 21.5640%
06/27 08:45:16AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 2.9649	Prec@(1,5) (27.4%, 59.9%)
06/27 08:45:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 2.9579	Prec@(1,5) (27.3%, 60.0%)
06/27 08:45:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 2.9347	Prec@(1,5) (27.4%, 60.3%)
06/27 08:45:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 2.9503	Prec@(1,5) (27.1%, 60.2%)
06/27 08:45:18AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 2.9502	Prec@(1,5) (27.1%, 60.2%)
06/27 08:45:18AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 2.9667	Prec@(1,5) (26.9%, 59.9%)
06/27 08:45:19AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 2.9642	Prec@(1,5) (27.1%, 59.9%)
06/27 08:45:19AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 2.9679	Prec@(1,5) (27.1%, 59.9%)
06/27 08:45:19AM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/99] Final Prec@1 27.1360%
06/27 08:45:20午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 27.1360%
06/27 08:45:22午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][50/781]	Step 832	lr 0.02499	Loss 2.5490 (2.8036)	Prec@(1,5) (29.6%, 62.4%)	
06/27 08:45:23午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][100/781]	Step 882	lr 0.02499	Loss 2.7438 (2.7980)	Prec@(1,5) (29.7%, 62.1%)	
06/27 08:45:24午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][150/781]	Step 932	lr 0.02499	Loss 3.1962 (2.7711)	Prec@(1,5) (30.5%, 62.7%)	
06/27 08:45:26午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][200/781]	Step 982	lr 0.02499	Loss 2.5976 (2.7606)	Prec@(1,5) (30.9%, 63.1%)	
06/27 08:45:27午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][250/781]	Step 1032	lr 0.02499	Loss 2.5601 (2.7485)	Prec@(1,5) (31.0%, 63.3%)	
06/27 08:45:29午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][300/781]	Step 1082	lr 0.02499	Loss 2.3311 (2.7358)	Prec@(1,5) (31.4%, 63.7%)	
06/27 08:45:30午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][350/781]	Step 1132	lr 0.02499	Loss 2.6459 (2.7253)	Prec@(1,5) (31.5%, 64.0%)	
06/27 08:45:32午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][400/781]	Step 1182	lr 0.02499	Loss 2.6967 (2.7241)	Prec@(1,5) (31.4%, 64.0%)	
06/27 08:45:33午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][450/781]	Step 1232	lr 0.02499	Loss 2.8588 (2.7169)	Prec@(1,5) (31.5%, 64.2%)	
06/27 08:45:35午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][500/781]	Step 1282	lr 0.02499	Loss 2.8228 (2.7094)	Prec@(1,5) (31.7%, 64.4%)	
06/27 08:45:37午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][550/781]	Step 1332	lr 0.02499	Loss 2.8102 (2.7014)	Prec@(1,5) (31.9%, 64.5%)	
06/27 08:45:38午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][600/781]	Step 1382	lr 0.02499	Loss 2.3926 (2.6986)	Prec@(1,5) (32.0%, 64.6%)	
06/27 08:45:39午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][650/781]	Step 1432	lr 0.02499	Loss 2.9314 (2.6941)	Prec@(1,5) (32.0%, 64.7%)	
06/27 08:45:40午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][700/781]	Step 1482	lr 0.02499	Loss 2.9160 (2.6848)	Prec@(1,5) (32.2%, 64.8%)	
06/27 08:45:42午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][750/781]	Step 1532	lr 0.02499	Loss 2.4119 (2.6783)	Prec@(1,5) (32.3%, 65.0%)	
06/27 08:45:43午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][781/781]	Step 1563	lr 0.02499	Loss 2.5598 (2.6739)	Prec@(1,5) (32.4%, 65.1%)	
