06/26 11:50:49PM parser.py:28 [INFO] 
06/26 11:50:49PM parser.py:29 [INFO] Parameters:
06/26 11:50:49PM parser.py:31 [INFO] BATCH_SIZE=64
06/26 11:50:49PM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/26 11:50:49PM parser.py:31 [INFO] DATA_PATH=../data/
06/26 11:50:49PM parser.py:31 [INFO] DATASET=cifar10
06/26 11:50:49PM parser.py:31 [INFO] EPOCHS=100
06/26 11:50:49PM parser.py:31 [INFO] EXP_NAME=E100-20240626-235049
06/26 11:50:49PM parser.py:31 [INFO] GPUS=[0]
06/26 11:50:49PM parser.py:31 [INFO] LOCAL_RANK=0
06/26 11:50:49PM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/26 11:50:49PM parser.py:31 [INFO] MODEL_NAME=tf_efficientnetv2_s
06/26 11:50:49PM parser.py:31 [INFO] NAME=FINETUNE
06/26 11:50:49PM parser.py:31 [INFO] PATH=results/teacher/cifar10/tf_efficientnetv2_s/FINETUNE/E100-20240626-235049
06/26 11:50:49PM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar10/tf_efficientnetv2_s/FINETUNE/E100-20240626-235049/plots
06/26 11:50:49PM parser.py:31 [INFO] PRINT_FREQ=50
06/26 11:50:49PM parser.py:31 [INFO] RESUME_PATH=None
06/26 11:50:49PM parser.py:31 [INFO] SAVE=E100
06/26 11:50:49PM parser.py:31 [INFO] SEED=0
06/26 11:50:49PM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/26 11:50:49PM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/26 11:50:49PM parser.py:31 [INFO] W_LR=0.025
06/26 11:50:49PM parser.py:31 [INFO] W_LR_MIN=0.001
06/26 11:50:49PM parser.py:31 [INFO] W_MOMENTUM=0.9
06/26 11:50:49PM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/26 11:50:49PM parser.py:31 [INFO] WORKERS=4
06/26 11:50:49PM parser.py:32 [INFO] 
06/26 11:50:55PM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/26 11:51:00PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 2.2756 (5.8466)	Prec@(1,5) (17.2%, 60.7%)	
06/26 11:51:03PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 1.7188 (3.9140)	Prec@(1,5) (25.0%, 69.9%)	
06/26 11:51:05PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 1.7201 (3.1265)	Prec@(1,5) (31.8%, 76.8%)	
06/26 11:51:08PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 1.1222 (2.6665)	Prec@(1,5) (37.7%, 81.4%)	
06/26 11:51:11PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 1.0370 (2.3571)	Prec@(1,5) (42.3%, 84.3%)	
06/26 11:51:14PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 1.0193 (2.1363)	Prec@(1,5) (46.1%, 86.3%)	
06/26 11:51:16PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 0.8451 (1.9709)	Prec@(1,5) (49.1%, 87.8%)	
06/26 11:51:19PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 0.8888 (1.8362)	Prec@(1,5) (51.7%, 89.0%)	
06/26 11:51:22PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 1.0846 (1.7230)	Prec@(1,5) (54.0%, 90.0%)	
06/26 11:51:25PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 0.8590 (1.6320)	Prec@(1,5) (55.8%, 90.7%)	
06/26 11:51:28PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 0.6652 (1.5526)	Prec@(1,5) (57.5%, 91.4%)	
06/26 11:51:31PM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 0.9420 (1.4866)	Prec@(1,5) (58.9%, 92.0%)	
