06/27 06:01:43AM parser.py:28 [INFO] 
06/27 06:01:43AM parser.py:29 [INFO] Parameters:
06/27 06:01:43AM parser.py:31 [INFO] BATCH_SIZE=64
06/27 06:01:43AM parser.py:31 [INFO] CUTOUT_LENGTH=0
06/27 06:01:43AM parser.py:31 [INFO] DATA_PATH=../data/
06/27 06:01:43AM parser.py:31 [INFO] DATASET=cifar100
06/27 06:01:43AM parser.py:31 [INFO] EPOCHS=200
06/27 06:01:43AM parser.py:31 [INFO] EXP_NAME=E200-20240627-060143
06/27 06:01:43AM parser.py:31 [INFO] GPUS=[0]
06/27 06:01:43AM parser.py:31 [INFO] LOCAL_RANK=0
06/27 06:01:43AM parser.py:31 [INFO] LOGGER=<Logger H-DAS (INFO)>
06/27 06:01:43AM parser.py:31 [INFO] MODEL_NAME=wide_resnet50_2
06/27 06:01:43AM parser.py:31 [INFO] NAME=FINETUNE
06/27 06:01:43AM parser.py:31 [INFO] PATH=results/teacher/cifar100/wide_resnet50_2/FINETUNE/E200-20240627-060143
06/27 06:01:43AM parser.py:31 [INFO] PLOT_PATH=results/teacher/cifar100/wide_resnet50_2/FINETUNE/E200-20240627-060143/plots
06/27 06:01:43AM parser.py:31 [INFO] PRINT_FREQ=50
06/27 06:01:43AM parser.py:31 [INFO] RESUME_PATH=None
06/27 06:01:43AM parser.py:31 [INFO] SAVE=E200
06/27 06:01:43AM parser.py:31 [INFO] SEED=0
06/27 06:01:43AM parser.py:31 [INFO] TRAIN_PORTION=1.0
06/27 06:01:43AM parser.py:31 [INFO] W_GRAD_CLIP=5.0
06/27 06:01:43AM parser.py:31 [INFO] W_LR=0.025
06/27 06:01:43AM parser.py:31 [INFO] W_LR_MIN=0.001
06/27 06:01:43AM parser.py:31 [INFO] W_MOMENTUM=0.9
06/27 06:01:43AM parser.py:31 [INFO] W_WEIGHT_DECAY=0.0003
06/27 06:01:43AM parser.py:31 [INFO] WORKERS=4
06/27 06:01:43AM parser.py:32 [INFO] 
06/27 06:01:47AM finetuneTeacher_trainer.py:109 [INFO] --> No loaded checkpoint!
06/27 06:01:50AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][50/781]	Step 50	lr 0.025	Loss 4.4211 (4.5338)	Prec@(1,5) (3.6%, 12.1%)	
06/27 06:01:51AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][100/781]	Step 100	lr 0.025	Loss 3.6047 (4.3001)	Prec@(1,5) (7.1%, 20.4%)	
06/27 06:01:53AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][150/781]	Step 150	lr 0.025	Loss 3.4337 (4.1150)	Prec@(1,5) (9.5%, 26.2%)	
06/27 06:01:54AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][200/781]	Step 200	lr 0.025	Loss 3.2612 (3.9734)	Prec@(1,5) (11.5%, 30.7%)	
06/27 06:01:56AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][250/781]	Step 250	lr 0.025	Loss 3.4359 (3.8771)	Prec@(1,5) (13.0%, 33.6%)	
06/27 06:01:58AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][300/781]	Step 300	lr 0.025	Loss 3.6261 (3.7861)	Prec@(1,5) (14.2%, 36.2%)	
06/27 06:02:00AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][350/781]	Step 350	lr 0.025	Loss 3.1138 (3.7224)	Prec@(1,5) (15.1%, 37.9%)	
06/27 06:02:01AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][400/781]	Step 400	lr 0.025	Loss 3.3533 (3.6694)	Prec@(1,5) (15.9%, 39.4%)	
06/27 06:02:03AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][450/781]	Step 450	lr 0.025	Loss 3.4874 (3.6206)	Prec@(1,5) (16.6%, 40.6%)	
06/27 06:02:05AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][500/781]	Step 500	lr 0.025	Loss 3.1396 (3.5745)	Prec@(1,5) (17.4%, 41.9%)	
06/27 06:02:06AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][550/781]	Step 550	lr 0.025	Loss 3.5806 (3.5375)	Prec@(1,5) (17.9%, 42.8%)	
06/27 06:02:08AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][600/781]	Step 600	lr 0.025	Loss 2.8205 (3.5043)	Prec@(1,5) (18.4%, 43.7%)	
06/27 06:02:10AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][650/781]	Step 650	lr 0.025	Loss 2.7655 (3.4737)	Prec@(1,5) (18.8%, 44.5%)	
06/27 06:02:11AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][700/781]	Step 700	lr 0.025	Loss 2.7326 (3.4390)	Prec@(1,5) (19.3%, 45.3%)	
06/27 06:02:13AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][750/781]	Step 750	lr 0.025	Loss 3.5287 (3.4130)	Prec@(1,5) (19.7%, 46.0%)	
06/27 06:02:14AM finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [0][781/781]	Step 781	lr 0.025	Loss 2.7804 (3.3935)	Prec@(1,5) (20.0%, 46.5%)	
06/27 06:02:15AM finetuneTeacher_trainer.py:181 [INFO] Train: [  0/199] Final Prec@1 20.0020%
06/27 06:02:16AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][50/391]	Step 782	Loss 3.1007	Prec@(1,5) (27.0%, 57.0%)
06/27 06:02:16AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][100/391]	Step 782	Loss 3.1099	Prec@(1,5) (26.1%, 56.9%)
06/27 06:02:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][150/391]	Step 782	Loss 3.0764	Prec@(1,5) (26.4%, 57.2%)
06/27 06:02:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][200/391]	Step 782	Loss 3.0821	Prec@(1,5) (26.2%, 57.1%)
06/27 06:02:17AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][250/391]	Step 782	Loss 3.0733	Prec@(1,5) (26.4%, 57.0%)
06/27 06:02:18AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][300/391]	Step 782	Loss 3.0720	Prec@(1,5) (26.5%, 57.1%)
06/27 06:02:18AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][350/391]	Step 782	Loss 3.0725	Prec@(1,5) (26.6%, 57.2%)
06/27 06:02:18AM finetuneTeacher_trainer.py:209 [INFO] Valid: Epoch: [0][390/391]	Step 782	Loss 3.0737	Prec@(1,5) (26.6%, 57.2%)
06/27 06:02:19AM finetuneTeacher_trainer.py:216 [INFO] Valid: [  0/199] Final Prec@1 26.5520%
06/27 06:02:20午前 finetuneTeacher_main.py:54 [INFO] Until now, best Prec@1 = 26.5520%
06/27 06:02:22午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][50/781]	Step 832	lr 0.025	Loss 2.9687 (2.8680)	Prec@(1,5) (28.5%, 59.7%)	
06/27 06:02:25午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][100/781]	Step 882	lr 0.025	Loss 2.5865 (2.8144)	Prec@(1,5) (29.8%, 61.2%)	
06/27 06:02:27午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][150/781]	Step 932	lr 0.025	Loss 2.6785 (2.7885)	Prec@(1,5) (30.4%, 61.5%)	
06/27 06:02:28午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][200/781]	Step 982	lr 0.025	Loss 2.6877 (2.7823)	Prec@(1,5) (30.7%, 61.6%)	
06/27 06:02:31午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][250/781]	Step 1032	lr 0.025	Loss 2.9683 (2.7688)	Prec@(1,5) (30.8%, 62.0%)	
06/27 06:02:33午前 finetuneTeacher_trainer.py:171 [INFO] Train: Epoch: [1][300/781]	Step 1082	lr 0.025	Loss 2.6542 (2.7710)	Prec@(1,5) (30.7%, 61.8%)	
